#! FIELDS l_1 file.free der_l_1
#! SET min_l_1 -10
#! SET max_l_1 4
#! SET nbins_l_1  201
#! SET periodic_l_1 false
   -3.420000000 -175.475107611   -0.431487733
   -3.350000000 -175.564907050   -2.425705190
   -3.280000000 -175.751339212   -2.883032580
   -3.210000000 -175.916273951   -1.925004095
   -3.140000000 -175.989838630   -0.498240140
   -3.070000000 -175.979905410    0.286306385
   -3.000000000 -175.953525673    0.005974314
   -2.930000000 -175.975600153   -1.008087862
   -2.860000000 -176.067217836   -1.857087006
   -2.790000000 -176.195049068   -1.987157494
   -2.720000000 -176.305738875   -1.383903495
   -2.650000000 -176.368652237   -0.837977231
   -2.580000000 -176.410045551   -0.751459112
   -2.510000000 -176.465055316   -1.213094953
   -2.440000000 -176.557056875   -1.660694471
   -2.370000000 -176.667155090   -1.791078167
   -2.300000000 -176.776856548   -1.688005949
   -2.230000000 -176.884503508   -1.725081596
   -2.160000000 -177.004850608   -2.033479863
   -2.090000000 -177.147799063   -2.338858601
   -2.020000000 -177.300021577   -2.266573450
   -1.950000000 -177.437446623   -1.929691456
   -1.880000000 -177.547788932   -1.583559629
   -1.810000000 -177.642607543   -1.543304028
   -1.740000000 -177.744339167   -1.632753685
   -1.670000000 -177.850198338   -1.680051651
   -1.600000000 -177.950949573   -1.548356606
   -1.530000000 -178.039157740   -1.307084823
   -1.460000000 -178.116102965   -1.282886315
   -1.390000000 -178.197948273   -1.396208512
   -1.320000000 -178.285484007   -1.397223871
   -1.250000000 -178.361488174   -0.958996741
   -1.180000000 -178.391653855   -0.190123820
   -1.110000000 -178.361118347    0.793884834
   -1.040000000 -178.259016896    1.714732839
   -0.970000000 -178.093998843    2.685358576
   -0.900000000 -177.866928490    3.468698841
   -0.830000000 -177.593745471    3.917568318
   -0.760000000 -177.307334446    3.830303589
   -0.690000000 -177.045301447    3.318422703
   -0.620000000 -176.825310991    2.631165793
   -0.550000000 -176.648594711    2.154403798
   -0.480000000 -176.501462579    1.790367696
   -0.410000000 -176.381509174    1.269605764
   -0.340000000 -176.311424623    0.279670833
   -0.270000000 -176.325400597   -0.998979359
   -0.200000000 -176.421208292   -1.931568637
   -0.130000000 -176.544631490   -1.785735940
   -0.060000000 -176.619795915   -0.531081321
    0.010000000 -176.598870236    0.709725394
    0.080000000 -176.526962848    0.769490594
    0.150000000 -176.497173761   -0.354717601
    0.220000000 -176.553761427   -1.391204809
    0.290000000 -176.636085488   -1.040429202
    0.360000000 -176.643470727    0.692357777
    0.430000000 -176.525753337    2.182635379
    0.500000000 -176.354172450    2.079443965
    0.570000000 -176.247012504    0.492863267
    0.640000000 -176.271059895   -1.335987561
    0.710000000 -176.394840958   -2.411408193
    0.780000000 -176.560873889   -2.612419765
    0.850000000 -176.733264503   -2.732007059
    0.920000000 -176.934611751   -3.409213895
    0.990000000 -177.205715370   -4.693656578
    1.060000000 -177.573956644   -6.097606065
    1.130000000 -178.030043696   -7.232103343
    1.200000000 -178.547967163   -7.771817814
    1.270000000 -179.080301717   -7.582886217
    1.340000000 -179.573337936   -6.713867332
    1.410000000 -179.986913793   -5.391642838
    1.480000000 -180.304648548   -4.006246303
    1.550000000 -180.534367244   -2.908369696
    1.620000000 -180.694707082   -1.987141961
    1.690000000 -180.787760298   -0.954343544
    1.760000000 -180.805679583    0.190422850
    1.830000000 -180.747556749    1.058495413
    1.900000000 -180.651427764    1.187315415
    1.970000000 -180.580454442    0.308432311
    2.040000000 -180.608602802   -1.541428419
    2.110000000 -180.795095812   -4.182711445
    2.180000000 -181.173839701   -6.916871143
    2.250000000 -181.728594522   -9.153295396
    2.320000000 -182.406202284  -10.323000368
    2.390000000 -183.123055926  -10.285399076
    2.460000000 -183.798845587   -9.194762172
    2.530000000 -184.363678492   -7.314916713
    2.600000000 -184.778606335   -4.886867017
    2.670000000 -185.010719402   -2.093582438
    2.740000000 -185.036185712    1.007388912
    2.810000000 -184.835652492    4.226168218
    2.880000000 -184.412786217    7.419106198
    2.950000000 -183.775129080   10.381467668
    3.020000000 -182.927319635   13.429263172
    3.090000000 -181.844181187   17.250628240
    3.160000000 -180.460455830   21.993885799
    3.230000000 -178.725087033   27.105159798
    3.300000000 -176.640053545   31.974665075
    3.370000000 -174.220339529   36.714949107
    3.440000000 -171.444301263   42.422759954
    3.510000000 -168.232874328   48.827863830
    3.580000000 -164.626757672   52.964421147
    3.650000000 -160.955999744   50.011485168
    3.720000000 -157.805623568   38.281795436
    3.790000000 -155.616673258   24.540678771
    3.860000000 -154.061458191   22.805478764
    3.930000000 -151.783434193   46.795962744
    4.000000000 -146.793009789   -0.000000000
